"species","predicted_OGT","OGT"
"Methylococcus_capsulatus",32.80585,42.33333333
"Methylomicrobium_album",30.984568,30
"Methylomicrobium_alcaliphilum",29.150154,28
"Methylomonas_methanica",29.229635,28
"Methylophaga_thiooxydans",28.086319,28
"Methylotenera_mobilis",27.282913,30
"Methyloversatilis_universalis",27.383139,30
"Microbacterium_azadirachtae",27.934542,28
"Microbacterium_chocolatum",26.743319,28
"Microbacterium_foliorum",27.33813,28
"Microbacterium_ginsengisoli",27.33813,28
"Microbacterium_hominis",27.624762,30
"Microbacterium_hydrocarbonoxydans",27.358599,28
"Microbacterium_ketosireducens",26.672686,30
"Microbacterium_laevaniformans",26.853176,30
"Microbacterium_oleivorans",26.743319,28
"Microbacterium_oxydans",27.33813,30
"Microbacterium_testaceum",27.17984,30
"Microbacterium_trichothecenolyticum",26.95083,30
"Microbulbifer_thermotolerans",30.228577,42
"Micrococcus_luteus",30.126373,28.39285714
"Microlunatus_phosphovorus",34.602894,30
"Micromonospora_aurantiaca",30.442287,34
"Micromonospora_carbonacea",30.181643,28
"Micromonospora_lupini",32.226902,28
"Micromonospora_rifamycinica",31.367085,28
"Micromonospora_rosaria",31.367085,28
"Microscilla_marina",22.798979,22
"Microterricola_viridarii",24.800303,28
"Mitsuokella_multacida",33.62092,37
"Mobiluncus_curtisii",30.366207,37
"Mobiluncus_mulieris",29.507347,37
"Modestobacter_marinus",32.191086,28
"Moellerella_wisconsensis",28.464964,37
"Mogibacterium_timidum",37.72298,37
"Moorella_glycerini",57.65743,60
"Moorella_thermoacetica",56.451874,57.73076923
"Moraxella_atlantae",28.657358,37
"Moraxella_bovoculi",27.06629,37
"Moraxella_catarrhalis",26.631733,37
"Moraxella_lacunata",28.339918,30
"Moraxella_nonliquefaciens",28.551342,37
"Moraxella_osloensis",26.531034,30.75
"Moraxella_ovis",26.92472,30
"Morganella_morganii",28.508287,37
"Moritella_viscosa",27.923168,12.5
"Morococcus_cerebrosus",33.37667,37
"Mucilaginibacter_paludis",23.99935,25
"Muricauda_ruestringensis",21.513851,30
"Mycobacterium_arupense",29.773926,37
"Mycobacterium_abscessus",29.43738,35.5
"Mycobacterium_aromaticivorans",29.932932,28
"Mycobacterium_asiaticum",30.552631,37
"Mycobacterium_avium",31.860624,37
"Mycobacterium_bohemicum",31.088161,37
"Mycobacterium_bovis",31.485134,37
"Mycobacterium_chelonae",29.21899,35.61538462
"Mycobacterium_chlorophenolicum",30.191242,28
"Mycobacterium_chubuense",30.679277,37
"Mycobacterium_colombiense",30.604921,37
"Mycobacterium_conceptionense",29.463749,37
"Mycobacterium_cosmeticum",30.074438,37
"Mycobacterium_elephantis",30.927681,37
"Mycobacterium_europaeum",31.017931,37
"Mycobacterium_farcinogenes",29.873356,36.47058824
"Mycobacterium_flavescens",30.709064,37
"Mycobacterium_fortuitum",30.14442,37.06666667
"Mycobacterium_gastri",32.15662,37
"Mycobacterium_gilvum",29.896345,34.22222222
"Mycobacterium_gordonae",30.238062,37
"Mycobacterium_haemophilum",30.918514,30
"Mycobacterium_hassiacum",32.521976,37
"Mycobacterium_heckeshornense",34.772717,42.33333333
"Mycobacterium_holsaticum",31.899086,37
"Mycobacterium_immunogenum",29.802456,37
"Mycobacterium_intermedium",31.026573,37
"Mycobacterium_intracellulare",30.922386,34.75
"Mycobacterium_kansasii",31.891186,36.30769231
"Mycobacterium_kumamotonense",30.410826,37
"Mycobacterium_kyorinense",31.899086,37
"Mycobacterium_lentiflavum",30.306755,37
"Mycobacterium_llatzerense",29.508722,28
"Mycobacterium_mageritense",30.70782,37
"Mycobacterium_malmoense",30.920269,37
"Mycobacterium_marinum",29.821074,29.57142857
"Mycobacterium_mucogenicum",30.480742,37
"Mycobacterium_nebraskense",31.099758,37
"Mycobacterium_neoaurum",29.718426,37
"Mycobacterium_neworleansense",30.045427,37
"Mycobacterium_novocastrense",30.66843,37
"Mycobacterium_obuense",29.896345,37
"Mycobacterium_parascrofulaceum",30.873678,37
"Mycobacterium_peregrinum",30.238062,37
"Mycobacterium_phlei",31.51804,36.41666667
"Mycobacterium_porcinum",30.14442,37
"Mycobacterium_pseudoshottsii",29.71883,25
"Mycobacterium_rhodesiae",30.359402,37
"Mycobacterium_rufum",30.077328,28
"Mycobacterium_scrofulaceum",30.629993,37
"Mycobacterium_senegalense",29.896345,36.4375
"Mycobacterium_setense",29.718426,37
"Mycobacterium_sherrisii",30.634712,37
"Mycobacterium_shimoidei",32.83538,37
"Mycobacterium_simiae",30.709064,37
"Mycobacterium_smegmatis",30.69836,36.66666667
"Mycobacterium_szulgai",30.706577,37
"Mycobacterium_thermoresistibile",33.28728,41
"Mycobacterium_triplex",30.427301,37
"Mycobacterium_triviale",30.085266,37
"Mycoplasma_agalactiae",13.547597,10
"Mycobacterium_vaccae",29.67148,37
"Mycobacterium_vanbaalenii",30.679571,30
"Mycobacterium_vulneris",30.191238,37
"Mycobacterium_xenopi",34.411896,37
"Mycoplasma_arginini",28.221235,37
"Mycoplasma_arthritidis",26.40886,37
"Mycoplasma_bovis",14.368084,37
"Mycoplasma_bovoculi",27.308054,37
"Mycoplasma_californicum",22.490803,37
"Mycoplasma_dispar",26.775301,37
"Mycoplasma_fermentans",25.493183,37
"Mycoplasma_gallinarum",22.695826,37
"Mycoplasma_gallisepticum",29.636396,37
"Mycoplasma_genitalium",33.969307,37
"Mycoplasma_hominis",29.486185,37
"Mycoplasma_hyorhinis",26.743124,37
"Mycoplasma_leachii",30.64405,37
"Mycoplasma_meleagridis",23.673742,37
"Mycoplasma_mycoides",30.804695,37
"Mycoplasma_penetrans",30.934612,37
"Mycoplasma_pneumoniae",33.916714,36.6
"Mycoplasma_pulmonis",25.79384,37
"Mycoplasma_synoviae",24.484333,37
"Mycoplasma_yeatsii",30.51941,37
"Myroides_marinus",18.253464,28
"Myroides_odoratus",19.24429,30
"Myroides_profundi",16.23266,15
"Myxococcus_fulvus",37.64061,28.01886792
"Myxococcus_stipitatus",38.77324,28.08333333
"Myxococcus_xanthus",39.748512,28.06956522
"Nakamurella_multipartita",30.957483,28
"Natranaerobius_thermophilus",51.951847,50
"Nautilia_profundicola",49.065643,40
"Neisseria_bacilliformis",33.023117,37
"Neisseria_cinerea",33.644653,30
"Neisseria_elongata",33.03382,34
"Neisseria_flavescens",33.575138,37
"Neisseria_gonorrhoeae",33.644653,36.91666667
"Neisseria_weaveri",33.013916,37
"Neisseria_lactamica",33.37667,35
"Neisseria_macacae",33.37667,37
"Nocardia_farcinica",30.690145,31.73333333
"Neisseria_meningitidis",33.641964,37
"Neisseria_mucosa",33.575138,30
"Neisseria_polysaccharea",33.37667,37
"Neisseria_shayeganii",33.202602,37
"Neisseria_sicca",33.342487,37
"Neisseria_subflava",33.441147,30
"Neisseria_wadsworthii",33.03382,37
"Nereida_ignava",22.929169,25
"Nesterenkonia_jeotgali",27.43804,28
"Niabella_soli",25.975407,37
"Niastella_koreensis",26.141222,28
"Nitratifractor_salsuginis",32.5849,37
"Nitratireductor_aquibiodomus",26.210247,28
"Nitrobacter_hamburgensis",25.950554,28
"Nitrobacter_winogradskyi",26.317251,28
"Nitrosomonas_europaea",27.026636,30
"Nocardia_asteroides",29.046438,29.89473684
"Nocardia_brasiliensis",30.47608,32.5
"Nocardia_cyriacigeorgica",29.628847,29.5
"Nocardia_nova",30.77525,29
"Nocardia_seriolae",30.0923,28
"Nocardia_terpenica",30.226534,28
"Nocardioides_dokdonensis",29.507408,28
"Nocardioides_luteus",29.121155,28
"Nocardiopsis_alba",45.29648,28
"Nocardiopsis_dassonvillei",42.713573,28.6
"Nonlabens_dokdonensis",21.723116,25
"Nonlabens_ulvanivorans",21.257463,20
"Novosphingobium_aromaticivorans",26.085222,30
"Novosphingobium_nitrogenifigens",26.298653,28
"Novosphingobium_pentaromativorans",26.907663,30
"Novosphingobium_resinovorum",25.939177,27.25
"Novosphingobium_subterraneum",26.067677,30
"Novosphingobium_tardaugens",27.430807,28
"Obesumbacterium_proteus",27.07156,30
"Oceanibaculum_pacificum",28.334236,28
"Oceanibulbus_indolifex",23.27134,28
"Oceanicola_granulosus",24.573036,30
"Oceanithermus_profundus",60.107292,60
"Oceanobacillus_caeni",31.874004,30
"Oceanobacillus_iheyensis",30.794159,28
"Oceanobacillus_oncorhynchi",31.23382,30
"Oceanobacillus_picturae",28.277784,28
"Ochrobactrum_anthropi",26.397694,27.25
"Ochrobactrum_intermedium",26.403883,30
"Ochrobactrum_pseudogrignonense",26.841011,30
"Octadecabacter_arcticus",16.693333,4
"Odoribacter_laneus",27.030046,37
"Odoribacter_splanchnicus",27.488132,37
"Oenococcus_kitaharae",29.95033,30
"Oenococcus_oeni",30.256508,31.75
"Oerskovia_enterophila",28.771248,28
"Oleispira_antarctica",28.226536,15
"Oligella_urethralis",27.638607,37
"Oligotropha_carboxidovorans",26.071638,30
"Olsenella_profusa",41.28766,37
"Olsenella_uli",36.106644,37
"Opitutus_terrae",31.986532,28
"Oribacterium_sinus",30.236837,37
"Ornithobacterium_rhinotracheale",29.087606,35
"Oscillibacter_valericigenes",31.480574,30
"Owenweeksia_hongkongensis",24.607029,30
"Oxalobacter_formigenes",26.847542,37
"Oxobacter_pfennigii",46.54509,37
"Paenibacillus_alvei",32.91162,30
"Paenibacillus_amylolyticus",25.4297,30
"Paenibacillus_barengoltzii",30.178953,30
"Paenibacillus_beijingensis",37.390034,30
"Paenibacillus_borealis",25.825562,30
"Paenibacillus_curdlanolyticus",31.294964,30
"Paenibacillus_durus",31.417503,30
"Paenibacillus_elgii",33.562786,30
"Paenibacillus_glacialis",23.470245,22
"Paenibacillus_glucanolyticus",28.588371,29
"Paenibacillus_graminis",26.077923,30
"Paenibacillus_lactis",29.81196,30
"Paenibacillus_larvae",32.99243,32.6
"Paenibacillus_macerans",31.299316,30
"Paenibacillus_macquariensis",23.659985,22.66666667
"Paenibacillus_mucilaginosus",32.442055,37
"Paenibacillus_naphthalenovorans",33.49012,30
"Paenibacillus_odorifer",25.737707,30
"Paenibacillus_peoriae",27.156635,30
"Paenibacillus_polymyxa",27.164976,30
"Paenibacillus_popilliae",32.633358,30
"Paenibacillus_sabinae",30.990416,30
"Paenibacillus_stellifer",30.085552,30
"Paenibacillus_wynnii",24.049618,22
"Paludibacter_propionicigenes",27.48791,37
"Pandoraea_apista",27.222105,37
"Pandoraea_faecigallinarum",27.222105,28
"Pandoraea_oxalativorans",27.053583,28
"Pandoraea_pnomenusa",27.61088,37
"Pandoraea_pulmonicola",27.053583,37
"Pandoraea_sputorum",27.01858,37
"Pandoraea_vervacti",26.983576,28
"Pannonibacter_phragmitetus",25.556707,28
"Pantoea_agglomerans",28.723986,28.75
"Pantoea_ananatis",28.719513,28.66666667
"Pantoea_anthophila",29.416567,28
"Pantoea_dispersa",29.600601,30
"Pantoea_stewartii",28.75262,27
"Pantoea_vagans",29.427437,28
"Parabacteroides_distasonis",28.229761,37
"Parabacteroides_goldsteinii",25.622229,37
"Parabacteroides_gordonii",28.356749,37
"Parabacteroides_johnsonii",27.206087,37
"Parabacteroides_merdae",26.717484,37
"Paracoccus_aminophilus",26.201366,30
"Paracoccus_denitrificans",26.548693,29.84615385
"Paracoccus_versutus",26.306494,30
"Paraprevotella_clara",29.575245,37
"Paraprevotella_xylaniphila",29.493158,37
"Parascardovia_denticolens",28.517578,37
"Parvibaculum_lavamentivorans",26.483156,30
"Parvimonas_micra",36.647003,37
"Pasteurella_bettyae",27.924286,37
"Pasteurella_dagmatis",28.66049,37
"Pasteurella_multocida",29.307438,37
"Pectobacterium_atrosepticum",28.418695,27.4
"Pectobacterium_betavasculorum",28.400797,30
"Pectobacterium_carotovorum",28.418695,26.5
"Pectobacterium_wasabiae",28.400797,28
"Pediococcus_argentinicus",27.745218,30
"Pediococcus_cellicola",26.961414,30
"Pediococcus_claussenii",27.842875,28
"Pediococcus_damnosus",26.855858,26
"Pediococcus_ethanolidurans",27.858866,37
"Pediococcus_inopinatus",26.971079,30
"Pediococcus_parvulus",27.214994,30
"Pediococcus_pentosaceus",28.079172,30.875
"Pediococcus_stilesii",27.248291,30
"Pedobacter_cryoconitis",21.163057,20
"Pedobacter_glucosidilyticus",23.800922,28
"Pedobacter_heparinus",23.472757,28
"Pedobacter_steynii",23.24514,25
"Pelagibacterium_halotolerans",25.648777,28
"Pelobacter_carbinolicus",41.903748,30
"Pelobacter_propionicus",31.606749,30
"Pelosinus_fermentans",26.60028,25
"Pelotomaculum_thermopropionicum",55.543293,55
"Peptoniphilus_harei",34.28901,37
"Peptoniphilus_indolicus",36.333908,37
"Peptoniphilus_lacrimalis",35.081406,37
"Peptostreptococcus_anaerobius",29.951305,37
"Peptostreptococcus_stomatis",37.047424,37
"Persephonella_marina",67.11225,70
"Petrotoga_mobilis",54.90619,55
"Phaeobacter_gallaeciensis",23.153261,28
"Phaeobacter_inhibens",23.195173,25
"Phaeospirillum_fulvum",26.120564,25.71428571
"Phaeospirillum_molischianum",26.088203,25
"Phenylobacterium_zucineum",26.399214,30
"Photobacterium_aphoticum",31.077475,28
"Photobacterium_ganghwense",31.809057,28
"Photobacterium_profundum",28.299492,12.5
"Photobacterium_swingsii",30.757444,25
"Photorhabdus_asymbiotica",28.400797,29
"Photorhabdus_luminescens",28.909815,28.66666667
"Photorhabdus_temperata",28.522148,28.66666667
"Pirellula_staleyi",26.04243,26
"Planococcus_antarcticus",24.82329,25
"Planococcus_donghaensis",24.82329,28
"Planococcus_halocryophilus",24.265984,20
"Planococcus_kocurii",24.286993,30
"Planococcus_maritimus",26.2639,28
"Planococcus_plakortidis",27.634699,28
"Planococcus_rifietoensis",26.2639,28
"Planomonospora_sphaerica",35.444893,28
"Plesiocystis_pacifica",34.784035,30
"Plesiomonas_shigelloides",28.06611,32.5
"Polaribacter_dokdonensis",23.104235,25
"Polaromonas_naphthalenivorans",24.064123,20
"Polynucleobacter_necessarius",24.761538,24.75
"Pontibacillus_halophilus",33.99667,28
"Pontibacillus_litoralis",32.39959,30
"Pontibacillus_marinus",34.992332,30
"Porphyrobacter_dokdonensis",27.015713,30
"Porphyrobacter_neustonensis",26.46303,30
"Porphyromonas_asaccharolytica",27.169104,37
"Porphyromonas_catoniae",26.420464,37
"Porphyromonas_endodontalis",26.19559,37
"Porphyromonas_gingivalis",27.156033,37
"Porphyromonas_gulae",26.670734,37
"Porphyromonas_macacae",27.646446,37
"Porphyromonas_somerae",26.49528,37
"Porphyromonas_uenonis",27.026237,37
"Pragia_fontium",28.400797,30
"Prevotella_amnii",28.762184,37
"Prevotella_baroniae",32.58887,35
"Prevotella_bergensis",29.384876,37
"Prevotella_bivia",27.612566,37
"Prevotella_bryantii",27.488148,37
"Prevotella_buccae",30.639114,37
"Prevotella_copri",29.412493,37
"Prevotella_dentalis",27.781523,37
"Prevotella_denticola",29.761381,37
"Prevotella_disiens",28.020351,37
"Prevotella_fusca",30.795187,37
"Prevotella_histicola",29.652308,37
"Prevotella_intermedia",29.444504,37
"Prevotella_loescheii",28.55149,37
"Prevotella_marshii",28.553244,37
"Prevotella_melaninogenica",29.412493,37
"Prevotella_micans",28.729614,37
"Prevotella_multiformis",30.959953,37
"Prevotella_multisaccharivorax",28.460556,37
"Prevotella_nigrescens",28.206215,37
"Prevotella_oralis",29.05793,37
"Prevotella_oris",31.26257,37
"Prevotella_pallens",28.363367,37
"Prevotella_scopos",29.069313,37
"Prevotella_timonensis",28.711407,37
"Prevotella_veroralis",29.026585,37
"Propionibacterium_acidifaciens",32.84361,35
"Propionibacterium_acnes",32.956516,37
"Propionibacterium_freudenreichii",32.364204,30
"Propionimicrobium_lymphophilum",31.977667,37
"Prosthecochloris_aestuarii",24.868113,25
"Proteus_hauseri",28.643064,37
"Proteus_mirabilis",27.483232,35.72727273
"Proteus_penneri",27.788431,37
"Proteus_vulgaris",26.62545,34
"Providencia_alcalifaciens",29.721085,37
"Providencia_burhodogranariea",29.600601,28
"Providencia_heimbachae",28.81091,37
"Providencia_rettgeri",28.49968,37
"Providencia_rustigianii",30.010828,36.5
"Providencia_sneebia",30.010828,28
"Providencia_stuartii",28.400797,35.5
"Pseudacidovorax_intermedius",27.07267,28
"Pseudoalteromonas_agarivorans",28.641796,25
"Pseudoalteromonas_atlantica",29.011345,26
"Pseudoalteromonas_flavipulchra",28.237167,28
"Pseudoalteromonas_haloplanktis",28.184418,23
"Pseudoalteromonas_issachenkonii",28.289919,22
"Pseudoalteromonas_lipolytica",28.36413,28
"Pseudoalteromonas_luteoviolacea",27.261198,26
"Pseudoalteromonas_rubra",29.520582,25
"Pseudoalteromonas_tetraodonis",28.641796,20
"Pseudoalteromonas_translucida",28.57092,28
"Pseudoalteromonas_tunicata",28.072222,25
"Pseudoflavonifractor_capillosus",40.640514,37
"Pseudomonas_aeruginosa",28.420193,33.69607843
"Pseudomonas_lini",28.160267,28
"Pseudomonas_lundensis",28.800093,25
"Pseudomonas_agarici",28.707977,30
"Pseudomonas_alcaligenes",28.820953,27
"Pseudomonas_amygdali",28.616625,27
"Pseudomonas_antarctica",28.160267,28
"Pseudomonas_avellanae",27.4725,25
"Pseudomonas_azotoformans",27.966555,28
"Pseudomonas_balearica",28.84683,30
"Pseudomonas_bauzanensis",26.37107,28
"Pseudomonas_brassicacearum",27.966555,29
"Pseudomonas_cannabina",28.35398,28
"Pseudomonas_caricapapayae",28.19693,28
"Pseudomonas_chlororaphis",28.820953,27.5
"Pseudomonas_cichorii",27.74828,27
"Pseudomonas_citronellolis",28.820953,29.5
"Pseudomonas_congelans",27.966555,28
"Pseudomonas_corrugata",28.193768,26
"Pseudomonas_cremoricolorata",26.92198,30
"Pseudomonas_extremaustralis",27.966555,29
"Pseudomonas_ficuserectae",27.768953,28
"Pseudomonas_fluorescens",27.605902,28.90697674
"Pseudomonas_fragi",28.160267,26
"Pseudomonas_frederiksbergensis",28.577314,30
"Pseudomonas_fulva",28.420193,28
"Pseudomonas_fuscovaginae",29.600601,28
"Pseudomonas_graminis",28.35398,28
"Pseudomonas_kilonensis",27.966555,28
"Pseudomonas_knackmussii",28.954128,30
"Pseudomonas_koreensis",27.749928,30
"Pseudomonas_libanensis",27.966555,28
"Pseudomonas_lutea",28.261395,30
"Pseudomonas_mandelii",27.966555,30
"Pseudomonas_marginalis",28.84016,27.25
"Pseudomonas_mediterranea",28.820953,30
"Pseudomonas_meliae",27.966555,28
"Pseudomonas_mendocina",29.378935,30
"Pseudomonas_monteilii",27.101349,29
"Pseudomonas_moraviensis",28.160267,28
"Pseudomonas_mosselii",28.374102,30
"Pseudomonas_orientalis",27.966555,30
"Pseudomonas_oryzihabitans",29.10332,28
"Pseudomonas_parafulva",27.369013,30
"Pseudomonas_plecoglossicida",28.394627,28
"Pseudomonas_poae",28.35398,28
"Pseudomonas_protegens",27.966555,28
"Pseudomonas_psychrophila",28.607483,25
"Pseudomonas_psychrotolerans",29.600601,28
"Pseudomonas_putida",28.374104,27.88135593
"Pseudomonas_resinovorans",28.976028,28
"Pseudomonas_rhizosphaerae",27.749928,25
"Pseudomonas_simiae",28.248587,28
"Pseudomonas_savastanoi",27.749928,27
"Pseudomonas_stutzeri",29.10332,30.45454545
"Pseudomonas_synxantha",28.160267,29
"Pseudomonas_syringae",27.768953,25.81481481
"Pseudomonas_taetrolens",28.800093,28
"Pseudomonas_taiwanensis",28.86792,28
"Pseudomonas_thivervalensis",28.47449,30
"Pseudomonas_tremae",28.35398,30
"Pseudomonas_trivialis",28.160267,28
"Pseudomonas_veronii",27.966555,29.33333333
"Pseudomonas_viridiflava",27.78798,28
"Pseudomonas_xanthomarina",28.945276,28
"Pseudonocardia_dioxanivorans",33.243652,28
"Pseudoramibacter_alactolyticus",32.114796,37
"Pseudoxanthomonas_dokdonensis",28.509144,28
"Pseudoxanthomonas_spadix",29.82596,35
"Pseudoxanthomonas_suwonensis",31.19228,30
"Psychrobacter_alimentarius",27.060802,28
"Psychrobacter_aquaticus",27.256674,22
"Psychrobacter_arcticus",27.35095,14.375
"Psychrobacter_cryohalolentis",27.303812,21.66666667
"Psychrobacter_urativorans",27.10831,13.33333333
"Psychroflexus_gondwanensis",20.200598,27
"Psychroflexus_torquis",14.918971,5
"Psychromonas_ingrahamii",29.985214,12
"Pyramidobacter_piscolens",40.49431,37
"Rahnella_aquatilis",28.58263,30
"Ralstonia_insidiosa",27.654205,28
"Ralstonia_mannitolilytica",27.781961,28
"Ralstonia_pickettii",27.826672,30
"Ralstonia_solanacearum",27.826672,29.5
"Ramlibacter_tataouinensis",26.955296,30
"Raoultella_ornithinolytica",28.723986,30
"Raoultella_planticola",29.20903,32.33333333
"Rathayibacter_toxicus",26.26924,28
"Rathayibacter_tritici",26.154745,28
"Renibacterium_salmoninarum",19.2987,15
"Rhizobium_etli",26.187263,28
"Rhizobium_leguminosarum",25.626062,26
"Rhizobium_phaseoli",26.163784,26
"Rhizobium_rhizogenes",26.072956,26
"Rhizobium_tropici",26.675991,30
"Rhodanobacter_denitrificans",29.921097,29
"Rhodanobacter_fulvus",28.078665,28
"Rhodanobacter_spathiphylli",28.100813,30
"Rhodanobacter_thiooxydans",29.401787,28
"Rhodobacter_capsulatus",27.23309,27.72727273
"Rhodobacter_johrii",26.654871,28
"Rhodobacter_sphaeroides",26.654871,28.16
"Roseburia_faecis",33.740555,37
"Rhodococcus_aetherivorans",28.712664,29
"Rhodococcus_equi",29.321798,28
"Rhodococcus_erythropolis",28.339924,28
"Rhodococcus_fascians",28.235073,27.7
"Rhodococcus_jostii",28.31189,28
"Rhodococcus_kyotonensis",28.534966,28
"Rhodococcus_opacus",28.00352,27.18518519
"Rhodococcus_pyridinivorans",28.35727,29
"Rhodococcus_qingshengii",28.380745,28
"Rhodococcus_rhodnii",29.23457,29
"Rhodococcus_rhodochrous",28.712664,28.08
"Rhodococcus_ruber",28.785606,27.88888889
"Rhodococcus_triatomae",29.0809,28
"Rhodococcus_wratislaviensis",28.29951,28
"Rhodoferax_ferrireducens",25.738146,26
"Rhodomicrobium_vannielii",25.393003,25.2
"Rhodonellum_psychrophilum",17.751675,15
"Rhodopirellula_baltica",25.24064,25
"Rhodopseudomonas_palustris",26.299591,28.2826087
"Rhodospirillum_centenum",30.03316,33.5
"Rhodospirillum_rubrum",26.225483,27.45
"Rhodothermus_marinus",64.37247,68.33333333
"Rhodovulum_sulfidophilum",24.874786,25.33333333
"Rickettsia_hoogstraalii",28.29385,28
"Riemerella_anatipestifer",27.569405,37
"Robiginitalea_biformata",23.88739,30
"Roseateles_depolymerans",27.323452,30
"Roseburia_hominis",32.058838,37
"Roseburia_intestinalis",31.23246,37
"Roseibacterium_elongatum",24.921434,28
"Roseiflexus_castenholzii",49.523087,48
"Roseivivax_halodurans",25.686724,29
"Roseobacter_denitrificans",22.629225,23
"Roseobacter_litoralis",22.612066,20
"Roseomonas_mucosa",27.921963,28
"Roseovarius_mucosus",23.813723,27.5
"Roseovarius_nubinhibens",23.60559,30
"Roseovarius_tolerans",23.105165,20
"Rothia_aeria",26.961386,28
"Rothia_dentocariosa",27.61498,37
"Rothia_mucilaginosa",27.258913,29.5
"Rubellimicrobium_mesophilum",28.54763,28
"Rubellimicrobium_thermophilum",44.18264,48
"Rubrivivax_gelatinosus",26.726866,27.875
"Rubrobacter_radiotolerans",49.76689,37
"Rubrobacter_xylanophilus",54.23138,55
"Ruegeria_atlantica",23.153261,20
"Ruegeria_mobilis",23.174217,28
"Ruegeria_pomeroyi",24.563087,29.2
"Ruminococcus_albus",30.136827,37
"Ruminococcus_champanellensis",31.448269,37
"Ruminococcus_flavefaciens",31.604332,37
"Runella_slithyformis",27.461933,28
"Saccharibacillus_sacchari",28.211983,30
"Saccharomonospora_azurea",45.58632,28
"Saccharomonospora_cyanea",45.71292,28
"Saccharomonospora_glauca",46.315624,46.75
"Saccharomonospora_marina",42.857765,28
"Saccharomonospora_viridis",47.362686,48.5
"Saccharomonospora_xinjiangensis",41.938213,28
"Saccharophagus_degradans",31.02729,28
"Saccharopolyspora_erythraea",30.70861,27.33333333
"Saccharopolyspora_rectivirgula",48.72886,51.25
"Saccharothrix_espanaensis",33.023582,28
"Sagittula_stellata",23.306625,28
"Salegentibacter_mishustinae",20.753107,28
"Salegentibacter_salarius",20.335472,28
"Salinibacter_ruber",53.35022,37
"Salinicoccus_halodurans",32.4681,28
"Salinicoccus_roseus",33.267715,36
"Salinisphaera_hydrothermalis",32.61164,28
"Salinisphaera_shabanensis",31.06662,35
"Salinispora_arenicola",30.12426,28
"Salinispora_tropica",28.610933,26.5
"Salipiger_mucosus",26.279139,30
"Salmonella_bongori",29.299149,33.5
"Sandaracinus_amylolyticus",43.971436,28
"Sanguibacter_keddieii",28.6987,30
"Saprospira_grandis",27.227262,28
"Scardovia_inopinata",31.43061,37
"Serratia_fonticola",28.860165,28.66666667
"Scardovia_wiggsiae",32.251755,35
"Salmonella_enterica",29.805714,36.44
"Schleiferia_thermophila",44.66877,45
"Sebaldella_termitidis",30.529972,37
"Segniliparus_rotundus",29.91364,28
"Selenomonas_artemidis",33.46102,37
"Selenomonas_flueggei",33.291862,37
"Selenomonas_noxia",33.44304,37
"Selenomonas_sputigena",35.113514,37
"Serratia_grimesii",28.224703,30
"Serratia_liquefaciens",28.35435,30
"Serratia_marcescens",29.42036,29.94915254
"Serratia_nematodiphila",28.820953,28
"Serratia_odorifera",26.932411,30
"Serratia_plymuthica",28.299492,27.66666667
"Serratia_proteamaculans",28.35435,30
"Serratia_rubidaea",27.55139,25.5
"Serratia_ureilytica",28.269478,37
"Serratia_symbiotica",28.863522,28
"Shewanella_baltica",27.97684,26.66666667
"Shewanella_benthica",28.444614,4
"Segniliparus_rugosus",29.376781,28
"Selenomonas_infelix",33.46102,37
"Selenomonas_ruminantium",33.523804,36
"Shewanella_colwelliana",27.923168,23
"Shewanella_denitrificans",27.687151,28.66666667
"Shewanella_frigidimarina",28.608707,20
"Shewanella_halifaxensis",27.564634,15
"Shewanella_loihica",27.97684,21
"Shewanella_oneidensis",27.97684,30
"Shewanella_pealeana",28.772799,26
"Shewanella_putrefaciens",27.97684,26.875
"Shewanella_sediminis",28.979689,20
"Shewanella_woodyi",28.772799,25.5
"Shigella_boydii",28.723986,37
"Shigella_dysenteriae",28.723986,37
"Shigella_flexneri",29.097137,37
"Shigella_sonnei",29.126589,37
"Sinomonas_atrocyanea",27.412355,30
"Shimwellia_blattae",29.51048,37
"Shuttleworthia_satelles",31.991018,37
"Simiduia_agarivorans",28.6789,28
"Simonsiella_muelleri",33.013916,37
"Singulisphaera_acidiphila",34.788013,28
"Sinorhizobium_americanum",25.491875,28
"Slackia_exigua",33.18446,37
"Slackia_heliotrinireducens",36.71383,37
"Slackia_piriformis",33.87021,37
"Sodalis_glossinidius",28.381243,28
"Solibacillus_silvestris",29.346981,29
"Solitalea_canadensis",24.702948,26
"Solobacterium_moorei",31.882175,37
"Sorangium_cellulosum",41.67689,28.01860465
"Sphaerobacter_thermophilus",55.37977,55
"Sphaerochaeta_coccoides",28.994379,30
"Sphaerochaeta_globosa",24.729235,25
"Sphaerochaeta_pleomorpha",24.479334,25
"Sphaerotilus_natans",26.330034,25
"Sphingobacterium_spiritivorum",24.754808,29
"Sphingobium_chlorophenolicum",25.336506,30
"Sphingobium_chungbukense",26.008675,28
"Sphingobium_herbicidovorans",26.978586,28
"Sphingobium_indicum",25.735033,28
"Sphingobium_japonicum",25.776237,28
"Sphingobium_lactosutens",27.153265,28
"Sphingobium_quisquiliarum",26.046947,28
"Sphingobium_ummariense",26.008675,28
"Sphingobium_yanoikuyae",25.842188,28.5
"Sphingomonas_changbaiensis",28.127686,28
"Sphingomonas_hankookensis",26.959003,28
"Sphingomonas_melonis",26.410807,28
"Sphingomonas_parapaucimobilis",27.514904,28
