"species","OGT","train_test","predicted_OGT"
"methanocaldococcus_infernus",85,"train",87.0491308057579
"methanocaldococcus_jannaschii",81.6666666666667,"test",79.9674849785323
"methanocella_arvoryzae",45,"train",43.7792250503488
"methanocella_paludicola",37,"train",47.686310084838
"methanococcoides_burtonii",21,"test",36.5534528764196
"methanococcus_aeolicus",38,"train",48.0820079663726
"methanococcus_vannielii",36.3333333333333,"test",51.0792645943405
"methanococcus_voltae",33.4285714285714,"train",48.1334516756935
"methanoculleus_bourgensis",37,"train",42.3629457261123
"methanoculleus_marisnigri",34.75,"train",41.2746101670232
"methanofollis_liminatans",37,"test",38.8449073750953
"methanohalobium_evestigatum",50,"train",44.1031276457256
"methanolobus_tindarius",25,"train",36.392604182512
"methanomethylovorans_hollandica",37,"test",40.0496580297527
"methanopyrus_kandleri",98,"train",84.8290216624428
"methanoregula_boonei",28,"test",34.7072556702747
"methanoregula_formicica",30,"train",36.184767355369
"methanosaeta_concilii",35,"train",39.1268125429227
"methanosaeta_harundinacea",37,"train",45.8648904431735
"methanosaeta_thermophila",58.3333333333333,"train",52.0745379155076
"methanosalsum_zhilinae",41,"train",41.7288019147821
"methanosarcina_horonobensis",37,"train",39.2542381810883
"methanosarcina_lacustris",22.5,"test",41.5023409449814
"methanosarcina_siciliae",36.3333333333333,"train",39.3090053468288
"methanosarcina_thermophila",50.8333333333333,"train",43.2258114494677
"methanosarcina_vacuolata",37,"test",39.2086679947718
"methanosphaera_stadtmanae",37.6666666666667,"train",35.8480287370808
"methanosphaerula_palustris",28,"train",32.1125363187224
"methanospirillum_hungatei",37,"train",36.2052944131948
"methanothermobacter_marburgensis",60.8333333333333,"test",56.5744958400839
"methanothermobacter_thermautotrophicus",61.8055555555556,"train",55.2656168620999
"methanothermococcus_okinawensis",65,"train",59.9391578791028
"methanothermus_fervidus",81,"train",68.4870603814422
"methanotorris_formicicus",70,"train",73.6310784778399
"methanotorris_igneus",85,"train",74.2736804954082
"methylibium_petroleiphilum",26,"train",34.1454796815975
"methylobacterium_aquaticum",28,"train",28.072284917026
"methylobacterium_mesophilicum",25.6666666666667,"train",28.8139704013572
"methylobacterium_radiotolerans",26,"train",27.9601510755338
"methylobacterium_variabile",28,"test",28.8125010904657
"methylocella_silvestris",25,"train",28.7979792726369
"methylococcus_capsulatus",42.3333333333333,"train",37.0064589363792
"methylomicrobium_alcaliphilum",28,"test",33.3971348059481
"methylomonas_methanica",28,"train",30.3377736856733
"methylophaga_thiooxydans",28,"train",30.1908715316711
"methylotenera_mobilis",30,"test",28.7548542714359
"methyloversatilis_universalis",30,"train",31.4113875456636
"microbacterium_azadirachtae",28,"train",29.7283748513894
"microbacterium_chocolatum",28,"train",33.0456952233336
"microbacterium_foliorum",28,"train",30.1343079911207
"microbacterium_hominis",30,"train",31.8336698687105
"microbacterium_ketosireducens",30,"train",30.8042193643396
"microbacterium_maritypicum",28,"test",NA
"microbacterium_oxydans",30,"train",29.3250801531831
"microbacterium_testaceum",30,"train",31.1180603860594
"microbacterium_trichothecenolyticum",30,"train",31.0671882701596
"micrococcus_luteus",28.3928571428571,"test",35.6646192172694
"microlunatus_phosphovorus",30,"train",32.7245849794393
"micromonospora_aurantiaca",34,"train",37.3958071336704
"micromonospora_lupini",28,"train",36.8992151443917
"micromonospora_rifamycinica",28,"train",36.9966158974899
"micromonospora_rosaria",28,"test",37.492975979101
"microscilla_marina",22,"test",26.1931681704158
"mitsuokella_multacida",37,"train",33.6686795079813
"mobilicoccus_pelagius",25,"test",33.1060278156557
"mobiluncus_curtisii",37,"train",37.4678286364985
"mobiluncus_mulieris",37,"train",36.8707276716056
"moellerella_wisconsensis",37,"train",29.8460299505247
"mogibacterium_timidum",37,"train",37.9936234998127
"moorella_glycerini",60,"test",46.9867062375883
"moorella_mulderi",62,"test",48.1480906280752
"moorella_thermoacetica",57.7307692307692,"train",46.8667323441732
"moraxella_bovoculi",37,"test",24.4118055805802
"moraxella_catarrhalis",37,"train",25.7876430823868
"moraxella_lacunata",30,"train",26.3421625462144
"moraxella_nonliquefaciens",37,"train",25.0602635665813
"moraxella_osloensis",30.75,"train",29.4554390495597
"moraxella_ovis",30,"train",24.5187661097027
"morococcus_cerebrosus",37,"train",34.3769209940978
"mucilaginibacter_paludis",25,"train",27.849678704533
"muricauda_ruestringensis",30,"train",34.6662749155014
"mycobacterium_abscessus",35.5,"train",32.9337812871468
"mycobacterium_aromaticivorans",28,"train",30.7340749887425
"mycobacterium_asiaticum",37,"test",29.2762260882658
"mycobacterium_avium",37,"test",36.0502564725651
"mycobacterium_bohemicum",37,"train",35.0797891272565
"mycobacterium_bovis",37,"train",29.9858114662518
"mycobacterium_chelonae",35.6153846153846,"train",32.7631212284443
"mycobacterium_chimaera",37,"train",NA
"mycobacterium_chlorophenolicum",28,"train",31.1866204276012
"mycobacterium_chubuense",37,"test",33.4489660122817
"mycobacterium_elephantis",37,"train",37.8710631503539
"mycobacterium_europaeum",37,"train",34.2347409248841
"mycobacterium_farcinogenes",36.4705882352941,"train",32.4431750396041
"mycobacterium_gastri",37,"test",29.3515974622373
"mycobacterium_gilvum",34.2222222222222,"train",34.0098376032355
"mycobacterium_gordonae",37,"train",23.1750451960711
"mycobacterium_haemophilum",30,"test",34.7720731064314
"mycobacterium_holsaticum",37,"train",37.0277588672059
"mycobacterium_intermedium",37,"test",23.592728605637
"mycobacterium_kansasii",36.3076923076923,"train",29.7578870936642
"mycobacterium_kumamotonense",37,"train",30.2485887647752
"mycobacterium_kyorinense",37,"train",36.9470116934107
"mycobacterium_llatzerense",28,"train",31.3152840207743
"mycobacterium_mageritense",37,"train",32.0081411083071
"mycobacterium_malmoense",37,"train",34.7876631073448
"mycobacterium_marinum",29.5714285714286,"train",23.9497610437174
"mycobacterium_mucogenicum",37,"train",32.885668875079
"mycobacterium_nebraskense",37,"train",33.6898721139495
"mycobacterium_neoaurum",37,"train",32.1473340508779
"mycobacterium_neworleansense",37,"train",31.5371226017456
"mycobacterium_novocastrense",37,"train",35.3685223785379
"mycobacterium_obuense",37,"train",32.2651032665898
"mycobacterium_parascrofulaceum",37,"train",33.8503748342705
"mycobacterium_peregrinum",37,"train",31.3542883634425
"mycobacterium_porcinum",37,"train",31.65239018877
"mycobacterium_rhodesiae",37,"train",31.885421761887
"mycobacterium_rufum",28,"test",33.7227018262006
"mycobacterium_scrofulaceum",37,"train",34.8637564181904
"mycobacterium_senegalense",36.4375,"train",32.3542863169159
"mycobacterium_setense",37,"train",32.0152849830739
"mycobacterium_sherrisii",37,"train",34.1200013360787
"mycobacterium_shimoidei",37,"train",36.9261485052207
"mycobacterium_simiae",37,"train",33.3690938798546
"mycobacterium_smegmatis",36.6666666666667,"train",32.8063560091869
"mycobacterium_thermoresistibile",41,"train",38.6630683226511
"mycobacterium_triplex",37,"train",32.778510456366
"mycobacterium_triviale",37,"train",36.4995996086192
"mycobacterium_tuberculosis",37,"train",30.0618056373501
"mycobacterium_vanbaalenii",30,"train",32.921782240203
"mycobacterium_xenopi",37,"train",38.7057342396921
"mycoplasma_agalactiae",10,"train",35.588106249868
"mycoplasma_bovis",37,"train",36.7864972709635
"mycoplasma_bovoculi",37,"train",24.798906394224
"mycoplasma_californicum",37,"train",32.5122608007025
"mycoplasma_dispar",37,"train",31.1390887798061
"mycoplasma_fermentans",37,"test",40.2336954100926
"mycoplasma_gallinarum",37,"train",30.3143392064375
"mycoplasma_gallisepticum",37,"train",31.753406628444
"mycoplasma_genitalium",37,"train",24.714196257954
"mycoplasma_hominis",37,"train",37.7874337582113
"mycoplasma_leachii",37,"train",34.0677443716114
"mycoplasma_pneumoniae",36.6,"train",26.255478860662
"mycoplasma_pulmonis",37,"train",30.7826142285357
"mycoplasma_synoviae",37,"train",32.9692112259782
"mycoplasma_yeatsii",37,"train",34.2709548522977
"myroides_marinus",28,"train",31.1573067107059
"myroides_odoratus",30,"train",30.9524312306032
"myroides_profundi",15,"train",31.2291452455286
"myxococcus_fulvus",28.0188679245283,"train",30.0452530274323
"myxococcus_stipitatus",28.0833333333333,"train",28.3593159876008
"nanoarchaeum_equitans",90,"train",109.688780513406
"natrialba_aegyptia",37,"train",30.8526445229325
"natrialba_asiatica",37,"train",31.3333982248042
"natrialba_taiwanensis",37,"train",31.3853655688196
"natrinema_pallidum",37,"train",35.6619339971991
"natrinema_pellirubrum",37,"train",34.5162033664119
"natrinema_versiforme",37,"test",32.430791156721
"natronobacterium_gregoryi",37,"train",38.0719476629316
"natronococcus_amylolyticus",37,"train",35.6266325705883
"natronococcus_jeotgali",37,"test",36.3893540184204
"natronococcus_occultus",37,"train",36.2637847299345
"natronomonas_pharaonis",37,"train",37.0231536230722
"nautilia_profundicola",40,"test",62.3729571357797
"neisseria_bacilliformis",37,"train",36.0472202720389
"neisseria_cinerea",30,"train",34.3080986356401
"neisseria_elongata",34,"test",35.5650318386847
"neisseria_gonorrhoeae",36.9166666666667,"train",35.3758387528755
"neisseria_lactamica",35,"test",34.3592018822099
"neisseria_macacae",37,"train",35.2254047741004
"neisseria_mucosa",30,"train",34.1627835296513
"neisseria_polysaccharea",37,"train",35.5124287532815
"neisseria_shayeganii",37,"train",35.243276451953
"neisseria_sicca",37,"train",35.2435931882531
"neisseria_subflava",30,"train",33.9923263319288
"neisseria_wadsworthii",37,"train",34.430429610805
"neisseria_weaveri",37,"train",32.659967961324
"nereida_ignava",25,"train",25.405118509395
"nesterenkonia_jeotgali",28,"train",29.2414859632371
"niabella_soli",37,"train",31.9027040509138
"niastella_koreensis",28,"train",24.6280221427994
"nitratifractor_salsuginis",37,"train",47.5630809849183
"nitrincola_lacisaponensis",37,"train",32.7909114209151
"nitrobacter_hamburgensis",28,"train",29.4271919139633
"nitrobacter_winogradskyi",28,"test",32.1928064660664
"nocardia_asteroides",29.8947368421053,"train",31.1166349085279
"nocardia_brasiliensis",32.5,"train",29.6607955220458
"nocardia_cyriacigeorgica",29.5,"train",32.4968677073065
"nocardia_farcinica",31.7333333333333,"train",35.0165774480224
"nocardia_nova",29,"train",27.6278544772559
"nocardia_seriolae",28,"train",28.902131243416
"nocardioides_dokdonensis",28,"train",34.5080216104879
"nocardiopsis_alba",28,"train",31.1248660978233
"nocardiopsis_dassonvillei",28.6,"train",31.473486622871
"nonlabens_dokdonensis",25,"train",23.8630580341245
"novosphingobium_aromaticivorans",30,"train",27.7083948380135
"novosphingobium_nitrogenifigens",28,"test",25.9943174984974
"novosphingobium_subterraneum",30,"train",25.8244701886498
"obesumbacterium_proteus",30,"train",27.3769234576198
"oceanibaculum_pacificum",28,"test",32.3017189159571
"oceanibulbus_indolifex",28,"test",25.2391580701617
"oceanicola_granulosus",30,"test",26.7548672554295
"oceanithermus_profundus",60,"test",59.6695512078797
"oceanobacillus_caeni",30,"train",34.5666331658881
"oceanobacillus_iheyensis",28,"test",31.7669308053233
"oceanobacillus_oncorhynchi",30,"train",31.797567058886
"ochrobactrum_intermedium",30,"train",29.7414091027835
"ochrobactrum_pseudogrignonense",30,"train",26.7224030470376
"odoribacter_laneus",37,"train",37.0240300160826
"odoribacter_splanchnicus",37,"train",37.5195607489079
"oenococcus_kitaharae",30,"train",30.4022854214305
"oenococcus_oeni",31.75,"train",28.1034243180317
"oerskovia_enterophila",28,"train",33.1306860863131
"oleispira_antarctica",15,"test",23.4153787219792
"oligella_urethralis",37,"train",33.3358358599591
"olsenella_profusa",37,"train",39.8103671286347
"opitutus_terrae",28,"train",32.7682348249978
"oribacterium_sinus",37,"train",32.499527977517
"owenweeksia_hongkongensis",30,"train",28.548857924414
"oxalobacter_formigenes",37,"test",33.0899626221469
"oxobacter_pfennigii",37,"train",37.466776783389
"paenibacillus_alvei",30,"train",30.3136302770586
"paenibacillus_amylolyticus",30,"train",29.9597334127744
"paenibacillus_barengoltzii",30,"train",37.0078208699078
"paenibacillus_beijingensis",30,"test",32.4616347796342
"paenibacillus_borealis",30,"train",27.7071796179549
"paenibacillus_curdlanolyticus",30,"train",30.5473261648801
"paenibacillus_dendritiformis",30,"train",NA
"paenibacillus_elgii",30,"train",33.9587872030487
"paenibacillus_glacialis",22,"test",30.0408114809618
"paenibacillus_glucanolyticus",29,"train",30.7033433690653
"paenibacillus_graminis",30,"train",30.444498184914
"paenibacillus_jamilae",30,"train",32.5532661550733
"paenibacillus_lactis",30,"train",32.2165436671979
"paenibacillus_larvae",32.6,"train",37.8142930734528
"paenibacillus_macerans",30,"train",34.1087168769003
"paenibacillus_mucilaginosus",37,"test",30.7972288048025
"paenibacillus_naphthalenovorans",30,"train",37.2108302145989
"paenibacillus_peoriae",30,"train",31.8236817444498
"paenibacillus_polymyxa",30,"train",32.2357192474006
"paenibacillus_popilliae",30,"train",37.2940899947001
"paenibacillus_terrae",30,"train",31.980381013834
"paenibacillus_wynnii",22,"train",30.2777441941529
"paludibacter_propionicigenes",37,"test",31.1816115488847
"pandoraea_apista",37,"train",28.6832500538284
"pandoraea_faecigallinarum",28,"train",29.2848528561626
"pandoraea_pulmonicola",37,"train",28.2867008025473
"pandoraea_sputorum",37,"train",27.2898604502455
"pandoraea_vervacti",28,"train",28.4608076554601
"pannonibacter_phragmitetus",28,"train",24.7571672702778
"pantoea_agglomerans",28.75,"test",29.3358946947776
"pantoea_ananatis",28.6666666666667,"train",29.3752316148956
"pantoea_anthophila",28,"train",29.800078322312
"pantoea_dispersa",30,"train",30.2186373982432
"pantoea_stewartii",27,"train",29.7392305242477
"parabacteroides_distasonis",37,"test",35.5267962569292
"parabacteroides_goldsteinii",37,"train",32.8311817260061
"parabacteroides_gordonii",37,"train",32.042082482809
"parabacteroides_merdae",37,"train",36.4550140420365
"paraprevotella_xylaniphila",37,"train",40.1027474481199
"parascardovia_denticolens",37,"test",37.6584560233644
"parvibaculum_lavamentivorans",30,"test",30.7518056222392
"parvimonas_micra",37,"test",43.3045931636616
"pasteurella_bettyae",37,"train",31.5760747748756
"pectobacterium_atrosepticum",27.4,"train",29.8098382396645
"pectobacterium_betavasculorum",30,"train",30.9412061689242
"pectobacterium_carotovorum",26.5,"train",30.4934722768339
"pectobacterium_wasabiae",28,"train",30.2334555679579
"pediococcus_acidilactici",30,"train",32.5477923978032
"pediococcus_argentinicus",30,"train",29.658930279829
"pediococcus_cellicola",30,"test",32.1597429471233
"pediococcus_claussenii",28,"train",28.5475258876765
"pediococcus_damnosus",26,"train",30.2548094492254
"pediococcus_ethanolidurans",37,"train",30.3259728250586
"pediococcus_stilesii",30,"train",29.1430648449488
"pedobacter_glucosidilyticus",28,"train",26.1779536476465
"pedobacter_heparinus",28,"train",30.3029041031773
"pedobacter_steynii",25,"train",25.1949339147761
"pelagibacterium_halotolerans",28,"train",26.8380780184482
"pelobacter_carbinolicus",30,"train",35.7979185436764
"pelobacter_propionicus",30,"test",33.0246914873011
"pelosinus_fermentans",25,"train",28.575437756471
"pelotomaculum_thermopropionicum",55,"train",52.7299545206154
"peptoniphilus_harei",37,"train",42.772738982425
"peptoniphilus_indolicus",37,"train",39.9436544974243
"peptoniphilus_lacrimalis",37,"train",40.6609502063149
"persephonella_marina",70,"test",70.8685327205593
"petrotoga_mobilis",55,"test",52.5512740934687
"phaeobacter_inhibens",25,"train",25.6992656410566
"phaeospirillum_fulvum",25.7142857142857,"train",28.3503573491589
"phaeospirillum_molischianum",25,"train",29.624450575002
"phenylobacterium_zucineum",30,"train",34.5308836505071
"photobacterium_angustum",25,"train",26.8787833781025
"photobacterium_aphoticum",28,"train",29.2506454774173
"photobacterium_aquimaris",25,"train",25.7273959541494
"photobacterium_damselae",25.5,"train",28.3245574782649
"photobacterium_halotolerans",28,"test",29.3579568322339
"photobacterium_iliopiscarium",18.3333333333333,"test",26.1467837726356
"photobacterium_kishitanii",24,"test",23.9808454511511
"photobacterium_leiognathi",28,"train",28.3401920699828
"photobacterium_profundum",12.5,"train",23.4570883985439
"photobacterium_swingsii",25,"test",26.3257548925887
"photorhabdus_asymbiotica",29,"train",30.881310797497
"photorhabdus_luminescens",28.6666666666667,"test",30.6333363365011
"photorhabdus_temperata",28.6666666666667,"train",31.0000488781326
"picrophilus_torridus",58.75,"train",58.1149774381815
"planococcus_halocryophilus",20,"train",32.7473559457128
"planococcus_kocurii",30,"test",33.5432584953593
"planococcus_maritimus",28,"train",34.9433963663572
"planococcus_plakortidis",28,"train",35.5300174184565
"planococcus_rifietoensis",28,"train",34.9923135392815
"planomicrobium_glaciei",20,"train",35.0673313952706
"planomonospora_sphaerica",28,"train",30.2846664394374
"plesiomonas_shigelloides",32.5,"train",32.7152943526589
"polaromonas_naphthalenivorans",20,"train",25.9907921983059
"polynucleobacter_necessarius",24.75,"train",30.0084679010535
"pontibacillus_chungwhensis",30,"train",35.3567876276808
"pontibacillus_halophilus",28,"test",35.4509854409361
"pontibacillus_litoralis",30,"train",35.3374328563858
"pontibacillus_marinus",30,"test",34.8220103406671
"porphyrobacter_dokdonensis",30,"train",26.9865104464253
"porphyrobacter_neustonensis",30,"train",25.916529924456
"porphyromonas_endodontalis",37,"train",35.6165636913066
"porphyromonas_gingivalis",37,"train",36.0735164462796
"porphyromonas_gulae",37,"test",37.123401010974
"porphyromonas_macacae",37,"train",37.1950436849636
"porphyromonas_uenonis",37,"test",39.6567513450274
"pragia_fontium",30,"train",29.1556333116663
"prevotella_amnii",37,"train",36.4041157087749
"prevotella_bivia",37,"train",34.6402752967888
"prevotella_bryantii",37,"train",33.4239180620441
"prevotella_buccae",37,"train",38.9157034611182
"prevotella_copri",37,"train",33.8640235024864
"prevotella_corporis",37,"train",36.882438142047
"prevotella_dentalis",37,"train",38.8142670642483
"prevotella_disiens",37,"train",34.1941384730175
"prevotella_fusca",37,"test",37.8242600316516
"prevotella_intermedia",37,"train",35.6582590395365
"prevotella_loescheii",37,"train",40.5809251269161
"prevotella_maculosa",37,"train",38.2160348203038
"prevotella_melaninogenica",37,"train",35.6728765422712
"prevotella_micans",37,"train",33.7704418473636
"prevotella_nigrescens",37,"train",37.051268154497
"prevotella_oralis",37,"test",38.8911983320232
"prevotella_oris",37,"test",37.3819458627518
"prevotella_pallens",37,"test",34.2513894283888
"prevotella_timonensis",37,"test",35.8782048746821
"prevotella_veroralis",37,"train",36.2804827833483
"propionibacterium_acidifaciens",35,"train",33.8776847034423
"propionibacterium_acnes",37,"train",35.4818071792851
"propionibacterium_freudenreichii",30,"train",33.9347628303209
"propionimicrobium_lymphophilum",37,"train",36.7867959760143
"prosthecochloris_aestuarii",25,"train",30.3482148531789
"proteus_hauseri",37,"train",29.7315138358698
"proteus_penneri",37,"test",29.3167476808897
"providencia_alcalifaciens",37,"train",29.0466727519438
"providencia_heimbachae",37,"train",29.0886238872124
"providencia_rettgeri",37,"train",28.635904154738
"providencia_rustigianii",36.5,"train",29.0727153521102
"providencia_stuartii",35.5,"train",30.5706287685563
"pseudacidovorax_intermedius",28,"train",27.9205394269736
"pseudoalteromonas_agarivorans",25,"train",26.3047249556816
"pseudoalteromonas_arctica",20,"train",24.1291626482165
"pseudoalteromonas_atlantica",26,"train",24.0849406694292
"pseudoalteromonas_citrea",26,"train",24.6520026625783
"pseudoalteromonas_flavipulchra",28,"train",24.7825195793587
"pseudoalteromonas_haloplanktis",23,"train",25.3033297835194
"pseudoalteromonas_issachenkonii",22,"train",26.4947914375941
"pseudoalteromonas_lipolytica",28,"train",27.1131051350342
"pseudoalteromonas_luteoviolacea",26,"train",25.2571502763854
"pseudoalteromonas_tetraodonis",20,"train",26.46187586589
"pseudoalteromonas_translucida",28,"test",25.8639119049471
"pseudoalteromonas_tunicata",25,"test",24.8701380950833
"pseudoalteromonas_undina",30,"test",26.9080192867685
"pseudomonas_alcaligenes",27,"train",28.7154660265651
"pseudomonas_amygdali",27,"train",27.303100905683
"pseudomonas_bauzanensis",28,"train",23.9324207437117
"pseudomonas_brassicacearum",29,"test",27.1426431563069
"pseudomonas_cannabina",28,"train",27.9825827794825
"pseudomonas_chlororaphis",27.5,"train",26.7869830201315
"pseudomonas_corrugata",26,"train",27.90542249933
"pseudomonas_extremaustralis",29,"train",27.3186344957425
"pseudomonas_ficuserectae",28,"train",27.5948364856463
"pseudomonas_fluorescens",28.906976744186,"train",27.0630520835835
"pseudomonas_fragi",26,"train",28.362891064107
"pseudomonas_frederiksbergensis",30,"test",27.3607423330807
"pseudomonas_fulva",28,"test",27.8522145893566
"pseudomonas_fuscovaginae",28,"train",27.3914786308459
"pseudomonas_graminis",28,"train",26.3074465610888
"pseudomonas_kilonensis",28,"train",26.7325889283938
"pseudomonas_koreensis",30,"train",28.063606273575
"pseudomonas_lini",28,"train",26.7159335820557
"pseudomonas_lutea",30,"train",27.5051812780259
"pseudomonas_mandelii",30,"train",26.217477092047
"pseudomonas_marginalis",27.25,"test",27.6724244934947
"pseudomonas_mediterranea",30,"train",27.7570849598645
"pseudomonas_monteilii",29,"test",29.0516640206596
"pseudomonas_orientalis",30,"test",26.7771463757543
"pseudomonas_oryzihabitans",28,"test",30.8280762052553
"pseudomonas_parafulva",30,"train",30.0714021491772
"pseudomonas_plecoglossicida",28,"train",28.9612203841698
"pseudomonas_protegens",28,"train",26.4871408474153
"pseudomonas_psychrophila",25,"train",27.4192472399169
"pseudomonas_psychrotolerans",28,"train",30.4818200011005
"pseudomonas_rhizosphaerae",25,"train",29.1672812701624
"pseudomonas_savastanoi",27,"train",27.795626772931
"pseudomonas_stutzeri",30.4545454545455,"train",31.1716606124547
"pseudomonas_synxantha",29,"train",27.2374994800211
"pseudomonas_taetrolens",28,"train",28.8948486772839
"pseudomonas_taiwanensis",28,"train",28.4452452236682
"pseudomonas_thivervalensis",30,"test",27.1938539494328
"pseudomonas_tremae",30,"train",27.6204902587049
"pseudomonas_trivialis",28,"train",27.7879613046464
"pseudomonas_veronii",29.3333333333333,"test",25.8163344513547
"pseudomonas_viridiflava",28,"train",27.728342528361
"pseudomonas_xanthomarina",28,"test",31.0170622979552
"pseudoramibacter_alactolyticus",37,"train",32.9923440269199
"pseudoxanthomonas_spadix",35,"train",34.7696231930243
"pseudoxanthomonas_suwonensis",30,"train",36.5271828606924
"psychrobacter_alimentarius",28,"train",25.7787582829909
"psychrobacter_arcticus",14.375,"test",26.9802599615843
"psychrobacter_cryohalolentis",21.6666666666667,"train",26.8666165938826
"psychrobacter_urativorans",13.3333333333333,"train",27.4352462608927
"psychroflexus_gondwanensis",27,"train",27.4481165188269
"psychromonas_ingrahamii",12,"test",23.5439069983739
"pyramidobacter_piscolens",37,"test",38.1938348690304
"pyrobaculum_aerophilum",99.5,"train",91.3031364123336
"pyrobaculum_arsenaticum",95,"train",92.8485547134168
"pyrobaculum_islandicum",97.5,"train",89.832650455523
"pyrobaculum_oguniense",90,"train",94.1952687613407
"pyrococcus_abyssi",96.5,"train",91.1206185139875
"pyrococcus_furiosus",98.1428571428571,"test",84.8501638922167
"pyrococcus_horikoshii",95.75,"train",89.41233947382
"pyrodictium_occultum",101,"train",92.1925068601787
"pyrolobus_fumarii",103,"train",89.7937337125119
"ralstonia_mannitolilytica",28,"train",31.4952670527805
"ralstonia_pickettii",30,"train",29.7863414580348
"ralstonia_solanacearum",29.5,"train",30.1306049807052
"ramlibacter_tataouinensis",30,"train",31.8649357363923
"raoultella_ornithinolytica",30,"train",28.4015308176598
"raoultella_planticola",32.3333333333333,"train",28.6322684630333
"rathayibacter_toxicus",28,"train",33.9959450093458
"rathayibacter_tritici",28,"test",31.2848456687481
"renibacterium_salmoninarum",15,"train",28.7287188824251
"rhizobium_etli",28,"train",25.3326454549595
"rhizobium_leguminosarum",26,"train",23.7804620844577
"rhizobium_rhizogenes",26,"train",22.8530739734318
"rhizobium_tropici",30,"train",24.6060655099797
"rhodanobacter_denitrificans",29,"test",33.4803845509033
"rhodanobacter_fulvus",28,"train",31.975199011603
"rhodanobacter_spathiphylli",30,"test",32.4059868888158
"rhodanobacter_thiooxydans",28,"train",34.0241662274505
"rhodobacter_capsulatus",27.7272727272727,"test",27.3655693573395
"rhodobacter_johrii",28,"train",27.8374283873172
"rhodobacter_sphaeroides",28.16,"train",28.1087597018731
"rhodococcus_aetherivorans",29,"train",33.1975087216114
"rhodococcus_equi",28,"test",31.4423665989402
"rhodococcus_fascians",27.7,"train",28.4416122029757
"rhodococcus_jostii",28,"test",24.4650046318144
"rhodococcus_kyotonensis",28,"train",30.125756137929
"rhodococcus_opacus",27.1851851851852,"train",24.8365769643772
"rhodococcus_pyridinivorans",29,"train",33.9248494819791
"rhodococcus_qingshengii",28,"train",23.8098806608087
"rhodococcus_rhodochrous",28.08,"train",33.3880583587728
"rhodococcus_ruber",27.8888888888889,"train",33.1341290761721
"rhodococcus_triatomae",28,"train",29.4613247627783
"rhodomicrobium_vannielii",25.2,"train",32.4784492163961
"rhodonellum_psychrophilum",15,"train",27.7318933046318
"rhodopirellula_baltica",25,"test",21.142378842552
"rhodopseudomonas_palustris",28.2826086956522,"train",28.3069796348396
"rhodospirillum_centenum",33.5,"train",33.8305737348794
"rhodospirillum_rubrum",27.45,"train",26.3535601621949
"rhodovulum_sulfidophilum",25.3333333333333,"train",26.5266743712354
"rickettsia_hoogstraalii",28,"train",34.4629716947197
"riemerella_anatipestifer",37,"train",35.4393362415407
"robiginitalea_biformata",30,"test",33.9695988281067
"roseateles_depolymerans",30,"train",28.2668477064663
"roseburia_hominis",37,"train",36.5411168936281
"roseburia_intestinalis",37,"train",37.3626458697622
"roseibacterium_elongatum",28,"train",27.7643880011999
"roseiflexus_castenholzii",48,"train",46.6908505431085
"roseivivax_halodurans",29,"train",27.4961542504092
"roseobacter_denitrificans",23,"train",25.0688336627062
"roseobacter_litoralis",20,"train",23.9494346187919
"roseomonas_mucosa",28,"train",33.4786525393339
"roseovarius_mucosus",27.5,"test",26.0688524931396
"roseovarius_nubinhibens",30,"train",25.5698308831641
"roseovarius_tolerans",20,"train",28.5749297190323
"rothia_dentocariosa",37,"train",38.5001169449647
"rothia_mucilaginosa",29.5,"train",37.5232299792095
"rubellimicrobium_mesophilum",28,"train",30.3988704669854
"rubrobacter_xylanophilus",55,"train",53.7550526804857
"ruegeria_mobilis",28,"train",24.5789164748468
"ruegeria_pomeroyi",29.2,"train",26.2820285739273
"ruminococcus_albus",37,"train",35.537714067035
"ruminococcus_champanellensis",37,"train",33.552571185199
"saccharibacillus_sacchari",30,"train",30.6336218333104
"saccharomonospora_azurea",28,"train",38.7742678755138
"saccharomonospora_cyanea",28,"train",39.1201237459244
"saccharomonospora_glauca",46.75,"train",40.5820502259009
"saccharomonospora_viridis",48.5,"train",40.6591736200624
"saccharomonospora_xinjiangensis",28,"train",37.7637864237504
"saccharopolyspora_erythraea",27.3333333333333,"test",32.714691662223
"saccharopolyspora_rectivirgula",51.25,"train",42.2084645831165
"saccharothrix_espanaensis",28,"train",32.7854441058398
"salegentibacter_mishustinae",28,"train",32.3936144637298
"salegentibacter_salarius",28,"train",33.6383046679406
"salinibacter_ruber",37,"train",37.9876088996709
"salinicoccus_halodurans",28,"train",36.7373779889858
"salinicoccus_roseus",36,"test",36.7108460009442
"salinisphaera_hydrothermalis",28,"train",29.9132150515228
"salinisphaera_shabanensis",35,"train",32.2780399248016
"salinispora_arenicola",28,"train",38.5848006859976
"salinispora_tropica",26.5,"train",38.4071733499691
"salipiger_mucosus",30,"train",26.7672743214055
"salmonella_bongori",33.5,"train",31.711791055484
"salmonella_enterica",36.44,"train",31.13158052741
"sandaracinus_amylolyticus",28,"train",27.323503630308
"sanguibacter_keddieii",30,"train",34.3816440290788
"saprospira_grandis",28,"train",34.9416147711708
"scardovia_inopinata",37,"test",37.5977511826135
"scardovia_wiggsiae",35,"train",37.7207033051458
"sebaldella_termitidis",37,"train",28.9777152723561
"segniliparus_rotundus",28,"train",34.1920431101012
